Geneid	NM001	NM002	NM003	NM004	NM005	TB001	TB002	TB003	TB004	TB005	AD001	AD002	AD003	AD004	AD005	SA001	SA002	SA003	SA004	SA005
ENSG00000232824	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
ENSG00000151418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000223881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0
ENSG00000081237	4019	5776	4615	3356	1835	8434	2190	1454	6525	3345	7007	2054	2491	302	1130	4863	6486	4947	1025	1913
ENSG00000261573	0	0	1	0	0	0	1	4	3	1	5	0	0	0	2	3	3	0	1	1
ENSG00000236278	0	0	1	0	1	2	5	2	4	1	11	0	1	0	0	10	4	23	0	0
ENSG00000229989	0	0	3	1	0	3	2	3	2	5	2	0	0	3	0	2	6	0	4	0
ENSG00000207975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227747	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	1	1	0	0
ENSG00000225172	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	5	0	1
ENSG00000233410	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231718	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000236468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000231984	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000200139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000202491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000202329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116833	52	191	121	131	140	390	161	123	213	444	248	33	45	15	33	413	564	26	214	101
ENSG00000252860	0	1	0	0	0	0	3	0	2	0	1	0	0	0	0	0	2	5	0	0
ENSG00000229220	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0
ENSG00000233827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0
ENSG00000203721	1	2	4	0	1	0	3	1	0	0	1	0	4	7	2	2	1	28	23	14
ENSG00000273093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000213045	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	14	3	0
ENSG00000230623	4	3	2	2	6	2	0	1	1	2	2	45	3	143	6	1	0	21	3	3
ENSG00000162702	547	378	508	419	442	796	419	280	640	681	615	447	748	594	518	702	707	281	4645	3167
ENSG00000282849	1	1	3	1	2	0	1	0	2	0	0	3	1	2	4	1	1	3	1	6
ENSG00000118193	11	22	15	8	8	60	5	9	27	21	116	100	345	103	284	31	25	26	116	142
ENSG00000118197	388	365	425	373	370	336	445	573	309	310	252	226	430	174	239	442	446	169	760	721
ENSG00000260088	3	2	1	0	6	2	2	0	0	0	2	5	7	0	12	0	2	6	5	1
ENSG00000118200	1303	1172	1277	742	1117	1367	1151	1280	925	965	710	521	744	307	1004	1213	1579	93	2099	1991
ENSG00000231333	0	0	2	0	0	1	1	0	1	0	1	0	1	0	1	1	1	2	1	0
ENSG00000170128	27	45	9	66	15	55	8	4	75	34	55	40	24	17	60	82	32	98	0	34
ENSG00000163362	296	245	209	84	350	141	7	2	179	126	109	48	350	281	1329	56	209	74	1484	1020
ENSG00000233217	0	0	2	0	0	0	1	2	3	0	1	0	2	1	19	1	1	65	4	4
ENSG00000201032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116852	262	417	256	175	426	577	449	163	680	390	853	141	261	66	179	608	388	533	270	308
ENSG00000229191	5	1	1	0	0	5	0	8	2	7	3	1	3	0	2	0	0	15	0	0
ENSG00000234132	0	0	0	0	2	0	3	82	0	0	0	0	3	0	0	0	1	4	2	1
ENSG00000081248	3	13	15	20	41	4	21	9432	6	12	2	5	10	0	0	6	50	17	0	5
ENSG00000232237	3	14	3	4	17	3	4	15	5	3	8	0	6	0	0	2	3	4	36	20
ENSG00000116857	1224	1069	1340	2463	1722	730	838	840	678	653	620	1083	1539	1287	908	874	754	217	3142	2126
ENSG00000163395	10	33	6	8	48	21	380	12853	53	57	12	1	7	173	1	20	17	21	30	17
ENSG00000229821	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000081277	207	15	51	27	10	92	80	58	98	61	26	487	10824	13	1400	58	91	63	11249	4137
ENSG00000118194	30	10	58	41	119	24	3	31	23	11	36	1	44	16	11	39	75	10	305	116
ENSG00000159166	340	575	613	211	460	731	2	20	228	71	1062	2002	1336	1521	5827	328	164	138	3224	2018
ENSG00000282221	3	13	19	10	9	11	0	1	3	0	7	32	29	8	17	6	10	4	60	34
ENSG00000159173	25	21	24	14	19	32	5	30909	7	6	21	74	90	25	25	11	18	36	112	50
ENSG00000227048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174307	1391	1570	1770	1753	1567	1192	2168	1034	510	811	433	3021	929	2003	1804	565	549	171	1039	1404
ENSG00000224818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159176	6848	3799	8282	8242	14328	5048	6881	1765	3145	7607	2496	4924	2800	3172	2470	7155	3832	712	2704	3392
ENSG00000224536	32	15	6	14	25	16	16	5	17	11	27	22	98	29	36	40	6	11	80	96
ENSG00000223396	58	28	5	34	38	29	26	12	33	28	49	40	132	61	69	79	24	47	267	200
ENSG00000134369	515	912	213	244	438	854	1601	839	1123	819	756	667	637	252	417	757	575	211	725	888
ENSG00000236390	1	0	0	0	0	2	1	0	1	0	2	0	3	1	0	0	0	6	0	4
ENSG00000231871	0	4	1	0	7	3	5	1	4	1	1	1	2	1	2	2	1	1	0	2
ENSG00000264802	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000235121	1	0	1	1	6	0	5	5	1	2	2	1	4	0	2	7	4	3	1	3
ENSG00000200942	0	0	1	0	1	0	0	0	5	0	0	0	0	1	0	3	0	0	0	0
ENSG00000221028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198700	1581	1036	892	811	1342	1253	1109	735	989	1034	1245	1061	1803	511	1412	1122	982	229	2600	2221
ENSG00000277681	0	0	0	0	0	1	3	0	5	1	0	0	11	3	1	0	0	2	4	5
ENSG00000198892	169	223	269	326	422	126	321	3724	126	193	109	407	46	105	48	160	152	38	753	568
ENSG00000223774	1	0	1	0	4	0	13	9	0	0	0	0	0	0	0	0	0	0	44	18
ENSG00000163431	667	284	244	615	1867	655	3584	2282	267	1161	340	55	101	16	120	1478	309	26	133	424
ENSG00000134375	434	507	687	761	447	653	439	843	501	476	566	747	751	695	836	468	613	286	1986	1305
ENSG00000206637	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238003	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	10	0	0
ENSG00000176393	1726	1426	1518	1083	1438	1402	846	384	1036	1184	1165	1936	1239	1140	1280	999	847	526	4120	2645
ENSG00000273478	3	9	5	9	6	5	16	6	6	6	8	5	27	2	10	8	10	14	19	32
ENSG00000234678	4	6	15	5	9	8	14	0	5	3	5	18	27	2	0	3	13	5	6	20
ENSG00000275207	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	4	0	0	0
ENSG00000163435	1007	1061	4615	586	1489	942	16	3	2579	895	622	2519	1634	270	2629	1570	3347	483	814	433
ENSG00000249007	4	3	2	15	1	1	0	0	9	37	1	2	12	0	22	36	6	2	11	14
ENSG00000232296	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0
ENSG00000235811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000212512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
ENSG00000227109	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000170075	1	1	10	2	2	2	3	2	9	2	1	3	45	1	5	3	12	20	5	3
ENSG00000143862	1319	1468	1584	1226	1475	1092	910	737	898	1120	772	1163	1322	359	692	987	797	905	1087	829
ENSG00000143851	132	312	162	256	172	564	278	120	629	439	921	536	543	287	283	424	232	756	97	207
ENSG00000243323	0	5	4	9	4	0	20	5	9	8	15	5	22	5	3	8	1	36	2	2
ENSG00000133067	84	88	29	56	303	107	109	20	38	57	47	5	320	40	32	94	48	62	27	85
ENSG00000077152	12	17	18	72	18	17	28	53	41	22	72	170	737	368	312	19	16	23	180	147
ENSG00000077157	1442	1312	664	757	3067	2168	3481	3937	1418	1867	1914	846	287	66	500	3000	1168	274	1584	1438
ENSG00000229120	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
ENSG00000272262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232626	2	0	0	4	0	0	2	2	1	0	0	1	4	4	0	1	0	8	4	0
ENSG00000236439	0	2	7	1	2	4	5	3	0	2	2	3	4	5	3	5	7	2	3	509
ENSG00000253042	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	1	0	0
ENSG00000143858	0	8	4	2	7	16	15	14	29	38	54	71	8	1	7	19	16	13	17	83
ENSG00000226862	0	1	2	5	0	0	7	3	1	2	1	0	2	2	3	4	3	11	13	5
ENSG00000225620	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000117139	917	713	808	370	621	1275	963	369	1351	872	1129	877	1270	287	1654	1017	1253	336	2686	1841
ENSG00000235449	0	0	0	1	1	0	1	3	1	0	7	0	2	2	1	1	2	0	2	3
ENSG00000226148	1	1	0	1	0	0	1	0	2	0	0	0	2	0	0	0	0	4	2	0
ENSG00000260021	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228288	9	13	3	8	10	14	40	14	10	11	29	24	105	77	43	10	13	9	54	22
ENSG00000184774	0	0	1	0	1	0	0	0	0	0	3	0	1	0	8	0	0	48	2	0
ENSG00000214796	7	14	15	57	21	12	14	3	12	10	44	3	79	29	27	18	2	29	62	93
ENSG00000234996	2	0	1	2	0	1	3	0	0	4	7	2	11	1	6	4	2	26	5	16
ENSG00000183155	212	212	423	329	205	242	158	63	215	190	236	295	290	252	384	190	201	92	490	433
ENSG00000117153	674	466	405	538	475	622	417	282	576	442	511	635	684	226	465	512	595	209	1718	1417
ENSG00000230280	0	0	0	4	0	0	1	1	6	1	6	0	2	0	3	2	4	0	6	12
ENSG00000199471	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1
ENSG00000159346	2803	2489	2917	2334	2394	2217	1107	1548	1750	2030	1721	2392	2248	1114	2815	1725	2260	2043	4320	3628
ENSG00000159348	1346	919	1197	1199	1177	912	606	3312	810	797	741	1311	549	1036	2038	790	617	276	1438	1625
ENSG00000234761	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	7	1	1
ENSG00000231547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000163444	876	727	1273	1848	884	764	833	480	620	713	740	1180	1042	652	1049	746	827	334	1088	791
ENSG00000143847	35	25	15	12	73	14	107	1001	22	28	23	16	220	41	108	21	25	52	26	17
ENSG00000122180	0	0	0	4	0	0	0	717	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000163485	100	155	23	87	170	98	46	59	51	62	55	163	42	36	57	54	37	25	3	16
ENSG00000234775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224671	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000133055	3	3	2	2	3	20	0	79	9	14	17	27	3	1	2	8	4	6	1	0
ENSG00000133048	218	1022	834	218	997	11041	126	63	10438	14825	4297	1091	3527	306	1769	5054	1439	697	2660	657
ENSG00000133063	141	244	48	15	22	452	7	12	873	2709	153	84	746	44	39	4584	530	34	275	424
ENSG00000236523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
ENSG00000231507	4	2	3	10	4	6	5	13	3	9	2	4	8	4	1	1	4	39	0	9
ENSG00000233791	1	3	6	5	6	2	6	3	7	0	3	3	10	3	1	0	1	51	2	6
ENSG00000159388	7130	6133	5600	4776	13329	3384	4261	17846	12073	11888	4263	2101	2150	395	751	13174	7581	11983	1492	2816
ENSG00000202300	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	3	0	0
ENSG00000122176	1318	1444	942	1042	2082	1829	2711	2306	1606	1765	2177	240	875	129	761	1996	1624	147	140	1124
ENSG00000229652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188783	7031	4093	1640	1923	6972	3578	4835	3968	1621	8913	869	400	1006	90	384	5151	2303	151	275	2714
ENSG00000188770	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	2
ENSG00000058668	4799	3599	2869	1833	2698	4657	3987	1761	3682	2460	4783	1011	2166	173	1956	3870	4689	565	7388	6379
ENSG00000236035	1	0	2	1	5	3	4	3	6	1	6	0	6	0	11	14	4	5	1	5
ENSG00000221643	0	4	0	1	2	2	5	2	1	2	2	1	6	4	2	11	3	2	5	15
ENSG00000122188	68	87	21	52	59	248	124	13	390	93	593	86	290	55	92	247	219	210	7	71
ENSG00000058673	1	1	0	3	0	1	8	4	1	1	9	0	4	0	6	10	5	3	8	1
ENSG00000257315	25	31	20	6	27	26	26	35	20	12	26	3	11	4	9	26	33	1	53	58
ENSG00000227417	0	0	0	0	0	0	0	0	4	0	2	0	6	0	2	1	0	12	0	0
ENSG00000223505	0	0	0	0	1	0	1	3	1	0	5	0	2	3	3	4	3	3	3	0
ENSG00000182004	387	422	579	887	399	443	552	368	335	337	333	430	1569	1626	835	497	521	194	1019	546
ENSG00000236430	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	5	0	0
ENSG00000232917	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
ENSG00000237379	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0
ENSG00000176754	0	1	0	2	0	0	1	0	3	1	0	0	1	0	0	0	0	24	0	0
ENSG00000143842	1361	889	402	871	1204	643	1260	376	605	1010	466	663	467	190	596	983	594	173	1079	1127
ENSG00000261065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143845	73	77	66	48	87	80	87	32	60	46	49	60	382	379	168	56	47	44	714	472
ENSG00000230550	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	12	1
ENSG00000143839	16	7	32	5	24	18	0	0	6	3	12	4	3	12	2	9	10	2	2	0
ENSG00000225522	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	14	0	0
ENSG00000170498	10	4	20	4	2	8	3	0	0	1	7	3	1	190	13	3	6	5	16	6
ENSG00000174567	99	56	150	70	125	90	2	0	34	35	50	98	1	139	58	79	41	11	426	345
ENSG00000143850	438	494	107	74	672	192	288	224	202	328	272	228	58	270	331	307	195	74	2138	2048
ENSG00000231691	2	4	1	2	9	0	0	0	3	1	0	0	0	0	0	1	0	1	2	1
ENSG00000219133	0	0	1	0	2	1	0	0	0	0	1	0	0	3	0	0	0	1	1	0
ENSG00000280924	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	2	1	2	0	0
ENSG00000226330	2	0	1	0	0	0	7	1	0	3	7	0	3	2	17	2	8	4	29	24
ENSG00000237848	0	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	2	0	0	0
ENSG00000158615	1513	2946	3133	1078	2093	1727	1756	2212	4419	3524	1242	868	1064	499	1002	2963	4323	1277	2444	2087
ENSG00000133056	904	865	887	621	784	630	1211	673	989	970	1200	174	319	60	554	1180	966	265	241	528
ENSG00000198625	503	531	443	477	423	637	1471	641	825	526	1196	220	1110	260	524	1156	799	544	1416	1328
ENSG00000236779	0	2	0	0	0	0	0	0	3	0	2	0	1	0	0	1	0	5	0	2
ENSG00000200408	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000240710	1	2	0	5	4	2	2	3	4	1	11	0	2	0	6	1	1	5	4	7
ENSG00000170382	48	162	38	55	245	78	577	290	91	44	251	5	74	7	80	96	70	28	46	90
ENSG00000240219	5	6	2	4	0	6	25	9	17	12	21	2	32	5	6	21	10	19	28	30
ENSG00000228153	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0
ENSG00000252650	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0
ENSG00000251861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163531	441	490	209	115	595	672	925	247	461	935	501	48	60	11	138	809	472	49	38	472
ENSG00000229657	2	0	0	0	1	0	9	0	1	2	3	0	0	0	0	2	2	0	0	0
ENSG00000184144	3	9	0	5	3	5	20	10	11	1	9	0	5	1	1	12	4	90	1	13
ENSG00000174529	20	25	7	9	25	12	29	10	26	17	21	17	56	48	26	30	16	12	34	26
ENSG00000117222	516	352	287	403	396	494	356	228	435	371	474	509	430	204	391	466	443	191	1037	749
ENSG00000271580	2	2	0	0	4	1	1	6	0	2	3	1	2	0	4	3	0	5	4	2
ENSG00000236108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000133059	860	490	243	361	751	675	564	349	614	624	558	398	467	259	438	733	625	176	1169	922
ENSG00000213041	0	0	2	1	0	0	1	0	0	1	2	0	0	4	0	0	0	10	0	0
ENSG00000133069	140	92	81	96	301	51	98	225	81	110	74	40	52	8	30	157	102	42	12	94
ENSG00000225063	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000163545	207	270	353	196	207	251	62	36	389	241	514	538	219	119	172	171	288	223	197	288
ENSG00000162873	3	7	9	4	9	3	4	1	7	7	10	15	8	4	4	6	1	18	18	54
ENSG00000235363	4	1	20	24	7	14	5	0	2	7	7	2	24	16	24	7	7	10	5	13
ENSG00000226235	0	0	0	1	0	0	0	1	0	0	2	0	1	1	1	2	0	9	2	1
ENSG00000186007	2	4	32	20	6	19	5	0	5	1	14	10	4	442	52	6	6	3	20	13
ENSG00000281406	1	2	7	7	4	2	0	0	6	3	8	25	8	45	96	14	4	2	45	21
ENSG00000199059	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000224717	0	1	0	0	0	0	0	0	4	0	1	3	2	0	1	3	0	15	11	1
ENSG00000117266	781	411	422	394	865	491	202	82	392	497	379	437	422	395	959	442	303	111	478	696
ENSG00000253097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174514	364	92	165	304	171	83	67	43	120	88	90	358	55	5	59	145	169	36	81	32
ENSG00000206762	2	1	1	0	0	0	4	2	0	1	1	0	3	0	1	0	4	0	0	5
ENSG00000158711	972	877	524	467	711	1491	1246	866	1359	889	1376	699	948	215	1303	1634	1209	211	1953	1605
ENSG00000236942	0	3	0	0	0	0	2	1	0	2	1	0	2	4	1	5	4	3	1	0
ENSG00000158715	225	244	61	127	167	187	255	43	153	155	188	340	95	179	175	212	160	150	237	199
ENSG00000275213	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0
ENSG00000069275	5659	4471	2804	3074	5598	5605	5199	4928	3967	3875	3926	5062	8711	6287	7545	6474	4933	672	13014	6443
ENSG00000201944	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	5	0	0	4	2
ENSG00000117280	519	694	640	657	477	701	540	240	535	507	686	516	374	288	447	483	473	221	1010	930
ENSG00000133065	1019	874	1028	302	876	1058	580	1023	778	665	973	635	497	129	643	847	902	141	1502	1026
ENSG00000162877	17	5	3	8	11	8	20	11	10	14	12	6	7	0	1	9	10	13	0	7
ENSG00000174502	433	283	487	60	339	906	0	5	202	124	229	49	18	0	35	199	302	15	3895	1906
ENSG00000227687	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	0	1	0	33	8
ENSG00000276600	215	431	956	214	206	783	365	178	454	358	159	1018	44	52	355	212	196	44	386	308
ENSG00000196188	1087	2284	1296	645	811	1850	3	2	2817	526	3268	650	338	54	83	789	341	14	167	2351
ENSG00000263961	99	56	36	64	83	138	68	17	103	44	190	125	44	11	20	147	89	81	9	77
ENSG00000252692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198049	0	1	0	0	0	2	0	1	4	0	4	2	0	0	2	1	1	4	0	0
ENSG00000226780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000236889	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196550	8	5	5	6	4	12	5	7	13	6	11	15	63	14	29	9	13	1	23	15
ENSG00000266028	967	713	489	382	719	755	854	329	794	856	637	407	718	378	653	814	735	317	608	853
ENSG00000229509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000263528	120	167	112	141	152	300	146	62	445	321	359	373	881	463	294	271	152	256	262	270
ENSG00000278465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000162888	1	0	0	0	2	1	4	1	7	10	7	5	9	0	8	12	2	12	0	1
ENSG00000261000	0	0	0	0	0	1	1	0	2	0	2	1	5	0	0	2	2	3	1	1
ENSG00000266094	1605	2104	1993	872	1184	1798	592	627	2074	1385	1825	1497	860	194	1147	1585	1685	2779	215	407
ENSG00000234981	0	0	0	4	0	0	0	2	1	1	1	0	1	2	1	1	2	4	0	0
ENSG00000279946	0	2	0	3	3	0	0	4	4	0	0	0	1	0	0	3	4	25	0	1
ENSG00000143486	959	664	754	991	910	728	915	894	559	725	703	526	874	382	665	857	783	287	1355	1162
ENSG00000237605	0	2	18	0	2	1	2	0	0	0	0	7	2	5	1	2	2	1	3	0
ENSG00000143479	124	178	658	57	276	212	321	192	478	273	146	96	109	50	145	288	547	40	202	180
ENSG00000162889	2763	3415	7015	1851	2855	4113	1814	4418	3072	3070	3227	4230	2787	2602	3303	2472	2672	2552	2724	2404
ENSG00000224114	1	1	2	305	69	1	45	60	3	1	1	52	156	220	92	4	3	42	37	2
ENSG00000199349	0	0	0	0	0	0	4	0	8	4	0	0	3	0	0	1	1	6	0	0
ENSG00000136634	7	3	16	3	1	16	8	4	8	15	14	4	3	0	2	10	3	17	3	4
ENSG00000284486	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	6	0	0	0
ENSG00000142224	0	0	0	0	0	0	0	1	0	1	3	0	2	1	7	2	2	7	0	0
ENSG00000162891	3	1	10	2	0	0	0	0	0	0	0	1	6	0	11	1	3	9	0	0
ENSG00000162892	25	32	48	16	21	115	26	21	53	43	216	59	111	107	61	188	72	1274	7	33
ENSG00000162894	221	366	152	179	117	846	212	125	510	227	1685	312	452	114	116	1064	334	468	45	245
ENSG00000271680	0	1	0	2	0	4	0	0	2	0	8	0	5	0	0	4	0	1	1	0
ENSG00000226945	1	1	0	1	1	0	3	0	2	0	12	0	0	0	0	5	1	1	0	4
ENSG00000162896	8935	4211	5140	2999	5065	10107	7	8	2230	868	9175	22988	358	129	252	5822	6502	2242	15	106
ENSG00000162897	2	5	0	0	0	15	1	20	1	0	31	10	0	0	0	7	3	15	0	2
ENSG00000182795	8823	3907	2753	2781	4595	5626	13	10	2654	1512	1974	16021	75	463	540	1927	2047	280	309	643
ENSG00000123836	1409	525	517	283	562	1202	161	165	446	331	766	1543	199	160	373	549	708	124	909	954
ENSG00000180667	204	158	756	152	94	324	153	126	217	150	166	101	176	121	189	203	732	55	724	433
ENSG00000123843	24	25	23	39	39	13	9	4	6	5	29	83	0	4	5	19	27	10	8	24
ENSG00000123838	4001	1988	3382	7842	2084	4933	7	4	4336	698	5390	132	37	12	20	2640	2686	215	121	258
ENSG00000275392	2	1	6	5	0	11	2	2	2	1	15	1	0	0	0	1	3	0	0	4
ENSG00000226565	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000224462	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0
ENSG00000243636	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232621	0	0	4	2	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0
ENSG00000237074	3	1	2	4	2	0	0	0	0	1	1	0	0	1	0	1	0	1	6	19
ENSG00000196352	11718	8201	18244	9916	9039	4059	540	1338	3460	3234	1319	2527	472	965	1124	2884	8616	5082	10840	6104
ENSG00000274245	1	3	6	0	4	0	1	1	2	3	1	0	1	0	1	4	8	8	2	1
ENSG00000283044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000117322	5	26	5	3	14	826	17	396	153	25	862	47	48	2	10	821	122	89	13	107
ENSG00000203710	119	284	294	89	140	578	93	108	404	365	680	57	138	22	113	329	438	607	362	160
ENSG00000236911	0	1	2	0	0	3	0	1	1	1	11	1	7	3	3	2	0	3	0	1
ENSG00000197721	4	2	10	4	2	7	3	2	14	13	7	1	7	5	1	12	11	10	2	0
ENSG00000244703	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	1	4	1	0
ENSG00000226289	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0
ENSG00000274059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1
ENSG00000117335	5757	3727	6615	7160	3265	5397	3513	2045	3380	2742	3794	8615	2127	2055	6101	3406	6511	1489	10380	8825
ENSG00000234219	4	5	2	5	4	4	6	9	5	5	2	2	9	5	5	4	12	5	4	1
ENSG00000203709	108	45	39	75	71	101	182	189	112	107	167	35	36	22	58	198	239	78	835	409
ENSG00000284214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174059	1167	4233	641	1748	2208	1444	6916	3482	2021	3897	1567	394	344	142	457	3601	2190	113	493	1129
ENSG00000284237	24	23	10	28	22	6	88	46	9	19	23	3	2	0	5	23	10	19	4	7
ENSG00000076356	2388	1777	1069	643	1793	1991	702	1017	1093	1130	678	2029	82	75	1660	1429	1322	120	1484	2648
ENSG00000226843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000261453	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	1	1
ENSG00000259815	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0
